Symbol,Description
IPOSGC.L,FTSE Renaissance Global IPO Capped Index
IPOSHKT.L,FTSE Renaissance Hong Kong/China Top IPO
IPOSLM.L,FTSE Renaissance Latin America IPO Index
IPOSNA.L,FTSE Renaissance North America IPO Index
IPOST.L,FTSE Renaissance US IPO Investable Index
IPOSXJ.L,FTSE Renaissance Global Ex Japan IPO Ind
IPOSXU.L,FTSE Renaissance Global Ex US IPO Index
IPOUSA.L,Renaissance IPO Index
IPOXUS.L,Ipox US Index
IPOXUSN.L,Ipox US Net Return Index
IPRP.L,Ishares Plc
IPRV.L,Ishares II Plc
IPU.L,Invesco Perpetual UK Smaller Companies I
IPX.L,Impax Asset Management Group Plc
IPXJ.L,Ishares III Plc
IQAI.L,Iq-Ai Limited
IQE.L,Iqe Plc
IQG.L,Iqgeo Group Plc
IQSA.L,Invesco Markets II Plc
IRCP.L,Ishares V Public Limited
IRON.L,Ironveld Plc
IRSA.L,Ishares III Plc
IS15.L,Ishares Plc
ISAC.L,Ishares V Public Limited Company
ISAG.L,Ishares V Public Limited Company
ISDE.L,Ishares II Plc
ISDU.L,Ishares II Plc
ISDW.L,Ishares II Plc
ISEU.L,Ishares II Plc
ISF.L,Ishares Plc
ISFD.L,Ishares Plc
ISFE.L,Ishares II Plc
ISFR.L,Ishares IV Plc
ISFU.L,Ishares Plc
ISJP.L,Ishares III Plc
ISLN.L,Ishares Physical Metals Plc
ISP6.L,Ishares III Plc
ISPY.L,Go Ucits ETF Solutions Plc
ISUS.L,Ishares II Plc
ISWD.L,Ishares II Plc
ISX5.L,Ishares Vii Plc
ISXF.L,Ishares III Plc
ITEC.L,SSGA SPDR ETFS Europe II
ITEH.L,Ishares V Public Limited Company
ITEK.L,Hanetf Icav
ITEP.L,Hanetf Icav
ITH.L,Internet Tech. Grp
ITIM.L,
ITKY.L,Ishares II Plc
ITM.L,Itm Power Plc
ITPG.L,Ishares II Plc
ITPS.L,Ishares II Plc
ITRK.L,Intertek Group Plc
ITV.L,Itv Plc
ITWN.L,Ishares Plc
ITX.L,Itaconix Plc
IUAA.L,Ishares II Plc
IUAE.L,Ishares II Plc
IUAG.L,Ishares II Plc
IUCB.L,SSGA SPDR ETFS Europe I Plc
IUCD.L,Ishares V Public Limited Company
IUCM.L,Ishares V Public Limited Company
IUCS.L,Ishares V Public Limited Company
IUES.L,Ishares V Public Limited Company
IUFS.L,Ishares V Public Limited Company
IUGA.L,Ishares II Plc
IUHC.L,Ishares V Public Limited Company
IUIS.L,Ishares V Public Limited Company
IUIT.L,Ishares V Public Limited Company
IUKD.L,Ishares Plc
IUKP.L,Ishares II Plc
IUMD.L,Ishares IV Plc
IUMF.L,Ishares IV Plc
IUMO.L,Ishares IV Plc
IUMS.L,Ishares V Public Limited Company
IUQA.L,Ishares IV Plc
IUQD.L,Ishares IV Plc
IUQF.L,Ishares IV Plc
IUSA.L,Ishares Plc
IUSE.L,Ishares V Public Limited Company
IUSF.L,Ishares IV Plc
IUSP.L,Ishares II Plc
IUSU.L,Ishares V Public Limited Company
IUSZ.L,Ishares IV Plc
IUUS.L,Ishares V Public Limited Company
IUVD.L,Ishares IV Plc
IUVF.L,Ishares IV Plc
IUVL.L,Ishares IV Plc
IVPB.L,Invesco Perpetual Select Trust Plc
IVPG.L,Invesco Perpetual Select Trust Plc
IVPM.L,Invesco Perpetual Select Trust Plc
IVPU.L,Invesco Perpetual Select Trust Plc
IWDA.L,Ishares III Plc
IWDE.L,Ishares V Public Limited Company
IWDG.L,Ishares III Plc
IWDP.L,Ishares II Plc
IWFM.L,Ishares IV Plc
IWFQ.L,Ishares IV Plc
IWFS.L,Ishares IV Plc
IWFV.L,Ishares IV Plc
IWG.L,Iwg Plc
IWMO.L,Ishares IV Plc
IWQU.L,Ishares IV Plc
IWRD.L,Ishares Plc
IWSZ.L,Ishares IV Plc
IWVG.L,Ishares IV Plc
IWVL.L,Ishares IV Plc
IWVU.L,Ishares IV Plc
IX.L,
IXI.L,Ixico Plc
J13E.L,Jpmorgan ETFS [Ireland] Icav
J13U.L,Jpmorgan ETFS [Ireland] Icav
J15R.L,Jpmorgan ETFS (Ireland) Icav
JADE.L,
JAM.L,Jpmorgan American Investment Trust Plc
JAN.L,Jangada Mines Plc
JAPAN.L,FTSE All-World Index Japan
JAR.L,Jardine Matheson Holding
JARA.L,Jpmorgan Global Core Real Assets Limited
JARB.L,Jardine Matheson Holdings Ld
JAY.L,Bluejay Mining Plc
JCGI.L,JCGI
JCH.L,Jpmorgan Claverhouse Investment Trust Pl
JD.L,JD Sports Fashion
JDG.L,Judges Scientific Plc
JDIV.L,JP Morgan US Dividend Index
JDW.L,Wetherspoon [ J.D.] Plc
JEGI.L,
JEL.L,Jersey Electricity Plc
JEMA.L,
JEMI.L,Jpmorgan Global Emerging Markets Income
JERE.L,Jpmorgan ETFS (Ireland) Icav
JET2.L,
JFJ.L,Jpmorgan Japanese Investment Trust Plc
JGC.L,Jupiter Green Investment Trust Plc
JGRE.L,Jpmorgan ETFS (Ireland) Icav
JGSA.L,Jpmorgan ETFS (Ireland) Icav
JGST.L,Jpmorgan ETFS [Ireland] Icav
JHD.L,James Halstead Plc
JII.L,Jpmorgan Indian Investment Trust Plc
JIM.L,Jarvis Securities Plc
JLEN.L,John Laing Environmental
JLP.L,Jubilee Platinum Plc
JMAB.L,Jpmorgan ETFS (Ireland) Icav
JMAT.L,Johnson Matthey Plc
JMBA.L,Jpmorgan ETFS (Ireland) Icav
JMBP.L,Jpmorgan ETFS (Ireland) Icav
JMF.L,Jpmorgan Mid Capital Investment Trust Pl
JMG.L,Jpmorgan Emerging Markets Investment Tru
JMI.L,Jpmorgan Smaller Companies Investment TR
JMIN.L,JP Morgan US Minimum Volatility Index
JMOM.L,JP Morgan US Momentum Factor Index
JMRE.L,Jpmorgan ETFS (Ireland) Icav
JNEO.L,Journeo Plc
JNKE.L,SSGA SPDR ETFS Europe I Plc
JNKS.L,SSGA SPDR ETFS Europe I
JOG.L,Jersey Oil and Gas Plc
JP2E.L,Leverage Shares Public Limited Company
JPAS.L,Jpmorgan ETFS (Ireland) Icav
JPBM.L,Jpmorgan ETFS [Ireland] Icav
JPEA.L,Ishares II Plc
JPEE.L,Ishares II Plc
JPEH.L,SSGA SPDR ETFS Europe I Plc
JPEL.L,J.P. Morgan Private Equity Ld
JPGB.L,ETFS Foreign Exchange Limited
JPGERA.L,JP Morgan Diversified Factor Global Deve
JPGERAN.L,JP Morgan Diversified Factor Global Deve
JPGL.L,Jpmorgan ETFS (Ireland) Icav
JPHG.L,Amundi ETF
JPHU.L,Amundi ETF
JPJP.L,SSGA SPDR ETFS Europe I Plc
JPLG.L,Jpmorgan ETFS (Ireland) Icav
JPM2.L,Leverage Shares Public Limited Company
JPMB.L,Jpmorgan ETFS [Ireland] Icav
JPNL.L,Lyxor International Asse
JPNU.L,Lyxor International Asse
JPSA.L,Jpmorgan ETFS (Ireland) Icav
JPSR.L,UBS ETF
JPST.L,Jpmorgan ETFS [Ireland] Icav
JPTS.L,Jpmorgan ETFS [Ireland] Icav
JPX4.L,Multi Units France
JPXU.L,Multi Units France
JPXX.L,Multi Units France
JQUA.L,JP Morgan US Quality Factor Index
JRBE.L,Jpmorgan ETFS (Ireland) Icav
JRBU.L,Jpmorgan ETFS (Ireland) Icav
JREE.L,Jpmorgan ETFS (Ireland) Icav
JREG.L,Jpmorgan ETFS (Ireland) Icav
JREM.L,Jpmorgan ETFS (Ireland) Icav
JREU.L,Jpmorgan ETFS (Ireland) Icav
JRUB.L,Jpmorgan ETFS (Ireland) Icav
JSE.L,Jadestone Energy Inc
JSET.L,Jpmorgan ETFS [Ireland] Icav
JSEU.L,JUPITER SECOND ENHANCED INCOME TST PACKAGE UTS(COMP 1 GEARED INC & 1 ZDP)
JSG.L,Johnson Service Group Plc
JSGE.L,JOHNSON SERVICE GROUP PLC ORD GBP0.10(EX-ENTITLEMENT)
JTC.L,Jtc Plc
JULCD.L,Just US Large Cap Diversified Index
JUP.L,Jupiter Fund Management Plc
JURE.L,Jpmorgan ETFS (Ireland) Icav
JUSC.L,Jpmorgan US Smaller Co. Inv Tst Plc
JUST.L,Just Group Plc
JVAL.L,JP Morgan US Value Factor Index
JWNG.L,Jaywing Plc
JZCP.L,Jz Capital Partners Limited
KAP.L,Joint Stock Company National Atomic Comp
KAT.L,Katoro Gold Plc
KAV.L,Kavango Resources Plc
KAY.L,Kings Arms Yard Vct Plc
KBT.L,K3 Business Technology Group Plc
KCR.L,K&C REIT Plc
KCT.L,Kin and Carta Plc
KDNC.L,Cadence Minerals Plc
KDR.L,Karelian Diamond Resources Plc
KEFI.L,Kefi Minerals Plc
KEN.L,KENETICS GROUP LTD ORD GBP0.01
KETL.L,Strix Group Plc
KEYS.L,Keystone Law Group Plc
KGF.L,Kingfisher Plc
KGH.L,Knights Group Holdings Plc
KIBO.L,Kibo Mining Plc
KIE.L,Kier Group Plc
KIST.L,
KITW.L,
KLR.L,Keller Group Plc
KLSO.L,
KLWD.L,Wisdomtree Issuer Plc
KMK.L,Kromek Group Plc
KMR.L,Kenmare Resources Plc
KNB.L,
KNM.L,Konami Corporation
KNOS.L,Kainos Group Plc
KOD.L,Kodal Minerals Plc
KOO.L,
KOS.L,Kosmos Energy Ltd
KP2.L,Kore Potash Plc
KPC.L,
KRM.L,Krm22 Plc
KRPZ.L,Kropz Plc
KRS.L,Keras Resources Plc
KRW.L,Lyxor International Asse
KRWL.L,Lyxor International Asse
KSPI.L,
KWEB.L,Kraneshares Icav
KWG.L,Kingswood Holdings Limited
KWS.L,Keywords Studios Plc
KYGA.L,Kerry Group Plc
KZG.L,Kazera Global Plc
L100.L,Multi Units France
L6EW.L,Ossiam Lux
LABS.L,
LAGR.L,ETFS Commodity Securities Limited
LALU.L,ETFS Commodity Securities Limited
LAND.L,Land Securities Group Plc
LAS.L,London & Associated Properties Plc
LAUU.L,Multi Units Luxembourg
LBE.L,Longboat Energy Plc
LBG.L,
LBOW.L,Icg-Longbow Senior Secur
LBRT.L,ETFS Commodity Securities Limited
LBUL.L,ETFS Commodity Securities Limited
LC12.L,Sga Societe Generale Acc
LCAL.L,Multi Units Luxembourg
LCAS.L,Multi Units Luxembourg
LCCN.L,Multi Units Luxembourg
LCFE.L,ETFS Commodity Securities Limited
LCJD.L,Multi Units Luxembourg
LCJG.L,Multi Units Luxembourg
LCJP.L,Multi Units Luxembourg
LCOC.L,ETFS Commodity Securities Limited
LCOP.L,ETFS Commodity Securities Limited
LCOR.L,ETFS Commodity Securities Limited
LCPE.L,Ossiam Lux
LCRP.L,SSGA SPDR ETFS Europe I Plc
LCUD.L,Multi Units Luxembourg
LCUK.L,Multi Units Luxembourg
LCUS.L,Multi Units Luxembourg
LCWD.L,Multi Units Luxembourg
LCWL.L,Multi Units Luxembourg
LDCU.L,Pimco Fixed Income Sourc
LDG.L,legacy distribution group inc com stk usd0.001 `reg s`
LDSG.L,Leeds Group Plc
LEED.L,ETFS Commodity Securities Limited
LEGR.L,First Trust Global Funds Public Limited
LEMB.L,Multi Units France
LEMD.L,Lyxor International Asse
LEML.L,Lyxor International Asse
LEMV.L,Ossiam Lux
LEND.L,
LESU.L,Multi Units Luxembourg
LESW.L,Multi Units Luxembourg
LETS.L,Let's Explore Group PLC
LEU3.L,ETFS Foreign Exchange Li
LEUR.L,ETFS Foreign Exchange Limited
LEX.L,
LFI.L,London Finance & Investment Group Plc
LGAG.L,Legal & General Ucits ETF Public Limited
LGAP.L,Legal & General Ucits ETF Public Limited
LGB3.L,ETFS Foreign Exchange Li
LGBP.L,ETFS Foreign Exchange Limited
LGCF.L,Source Markets Public Limited Company
LGCU.L,Source Markets Public Limited Company
LGEG.L,Legal & General Ucits ETF Public Limited
LGEN.L,Legal & General Group Plc
LGEU.L,Legal & General Ucits ETF Public Limited
LGGG.L,Legal & General Ucits ETF Public Limited
LGGL.L,Legal & General Ucits ETF Public Limited
LGJG.L,Legal & General Ucits ETF Public Limited
LGJP.L,Legal & General Ucits ETF Public Limited
LGLD.L,Lg Electronics Inc
LGRS.L,Loungers Plc
LGUG.L,Legal & General Ucits ETF Public Limited
LGUK.L,Legal & General Ucits ETF Public Limited
LGUS.L,Legal & General Ucits ETF Public Limited
LIB.L,LIBRA RETAIL ORD GBP0.001
LIFE.L,Life Science Developments Limited
LIFS.L,
LIKE.L,
LINV.L,CITYBLOCK ORD GBP0.005
LIO.L,Liontrust Asset Management Plc
LIT.L,Litigation Capital Management Limited
LIV.L,Livermore Investments Group Limited
LIX.L,FTSE Actuaries 350 Low Yield
LJP3.L,ETFS Foreign Exchange Li
LJPY.L,ETFS Foreign Exchange Limited
LLAI.L,
LLOY.L,Lloyds Banking Group Plc
LLPC.L,Lloyds Banking Group Plc
LLPD.L,Lloyds Banking Group Plc
LME.L,Limitless Earth Plc
LMP.L,Londonmetric Property Pl
LMS.L,Lms Capital Plc
LND.L,Landore Resources Limited
LNGA.L,ETFS Commodity Securities Limited
LNIK.L,ETFS Commodity Securities Limited
LOCK.L,Ishares IV Plc
LOGP.L,Lansdowne Oil & Gas Plc
LOIL.L,ETFS Commodity Securities Limited
LOK.L,Lok'n Store Group Plc
LOOP.L,Loopup Group Plc
LORD.L,
LOUF.L,Ossiam Irl Icav
LOWV.L,SSGA SPDR ETFS Europe I
LPA.L,Lpa Group Plc
LPET.L,ETFS Commodity Securities Limited
LPLA.L,ETFS Commodity Securities Limited
LQDA.L,Ishares Plc
LQDE.L,Ishares Plc
LQDG.L,Ishares Plc
LQDH.L,Ishares Plc
LQDS.L,Ishares Plc
LQEE.L,Ishares Plc
LQGH.L,Ishares Plc
LQQ3.L,Boost Issuer Public Limited Company
LQQS.L,Boost Issuer Public Limited Company
LRE.L,Lancashire Holdings Limited
LSAA.L,Life Settlement Assets Plc
LSC.L,London Security Plc
LSEG.L,London Stock Exchange Group
LSIL.L,ETFS Commodity Securities Limited
LSL.L,Lsl Property Services Plc
LSPU.L,Multi Units Luxembourg
LSPX.L,Multi Units Luxembourg
LST.L,
LSUG.L,ETFS Commodity Securities Limited
LTAM.L,Ishares II Plc
LTG.L,Learning Technologies Gr
LTHM.L,Latham [James] Plc
LTI.L,Lindsell Train Investment Trust Plc
LTOD.L,Larsen and Toubro Limite
LUCE.L,Luceco Plc
LUD5.L,ETFS Foreign Exchange Limited
LUK2.L,Go Ucits ETF Solutions P
LUMV.L,Ossiam Lux
LUSC.L,SSGA SPDR ETFS Europe I Plc
LUTR.L,SSGA SPDR ETFS Europe I Plc
LUXG.L,Amundi ETF
LUXU.L,Amundi ETF
LVFIDN.L,FTSE Indonesia Low Volatility Factor Ind
LWDB.L,Law Debenture Corporation Plc
LWEA.L,ETFS Commodity Securities Limited
LWI.L,Lowland Investment Company Plc
LXI.L,Lxi REIT Plc
M0EB.L,FTSE Euromid Eurobloc
M0X.L,FTSE Euromid
M0XU.L,FTSE Euromid Ex UK
MAB.L,Mitchells & Butlers Plc
MAB1.L,Mortgage Advice Bureau [
MAC.L,Marechale Capital Plc
MACF.L,Macfarlane Group Plc
MAFL.L,Mineral & Financial Investment Ltd
MAGI.L,SSGA SPDR ETFS Europe II
MAI.L,Maintel Holdings Plc
MAJE.L,Majedie Investments Plc
MANO.L,Manolete Partners Plc
MARS.L,Marston's Plc
MAST.L,
MATD.L,Petro Matad Limited
MATE.L,Jpmorgan Multi-Asset Trust Plc
MAV4.L,Maven Income & Growth Vc
MBH.L,Michelmersh Brick Holdings Plc
MBO.L,Mobilityone Limited
MBSP.L,Manchester Building Society
MBT.L,Mobile Tornado Group Plc
MCB.L,Mcbride Plc
MCD2.L,Leverage Shares Public Limited Company
MCG.L,Mobico Group PLC
MCIX.L,FTSE Mid 250 [Exit]
MCM.L,Mc Mining Ltd
MCON.L,Mincon Group Plc
MCP2.L,Retail Charity Bonds Plc
MCT.L,Middlefield Canadian Income Pcc
MCX.L,FTSE Mid 250
MCXI1X.L,FTSE 250 Daily Short Str
MCXI2X.L,FTSE 250 Daily Super Sho
MCXI3X.L,FTSE 250 Daily Ultra Sho
MCXL2X.L,FTSE 250 Daily Leveraged
MCXL3X.L,FTSE 250 Daily Super Lev
MCXL4X.L,FTSE 250 Daily Ultra Lev
MCXNUK.L,FTSE 250 Net Dividend Index
MCXNUKEU.L,FTSE 250 Net Tax EUR Ind
MDBU.L,UBS ETF
MDZ.L,Mediazest Plc
MEGP.L,
MEN.L,Mentum Inc.
MER.L,Mears Group Plc
MERC.L,Mercia Asset Management Plc
MET1.L,Metals One PLC
META.L,Boost Issuer Public Limited Company
METP.L,Metric Property Investments Plc
MEUD.L,Lyxor Index Fund
MEUG.L,Lyxor International Asse
MEX.L,
MFDD.L,Lyxor Index Fund
MFX.L,Manx Financial Group Plc
MGAM.L,Morgan Crucible CO Plc
MGCI.L,M&G Credit Income Investment Trust Plc
MGNS.L,Morgan Sindall Group Plc
MHC.L,
MHID.L,Mahindra & Mahindra Limi
MHM.L,Marsh & Mclennan Cos. Inc
MHN.L,Menhaden Capital Plc
MHPC.L,Mhp S.A
MIBX.L,Lyxor International Asse
MIDD.L,Ishares Plc
MIDW.L,Midwich Group Plc
MIG.L,Mobeus Income & Growth 2 Vct Plc
MIG1.L,Maven Income & Growth Vc
MIG3.L,Maven Income and Growth
MIG4.L,Mobeus Income & Growth 4
MIG5.L,Maven Income and Growth
MIGO.L,Miton Global Opportunities Plc
MIL.L,Myanmar Investments Inte
MILA.L,Mila Resources Plc
MIN.L,Minoan Group Plc
MIND.L,Mind Gym Plc
MINI.L,Miton UK Microcap Trust
MINT.L,Pimco Fixed Income Source ETFS Plc
MINV.L,Ishares Vi Plc [The Comp
MIRI.L,Mirriad Advertising Plc
MIST.L,Pimco Fixed Income Source ETFS Plc
MIX.L,Mobeus Income & Growth Vct Plc
MKA.L,Mkango Resources Ltd
MKS.L,Marks and Spencer Group Plc
MKUW.L,Invesco Markets Plc
MLPD.L,Source Markets Public Li
MLPP.L,Source Markets Public Li
MLPQ.L,Source Markets Public Li
MLPS.L,Source Markets Public Li
MLPX.L,Go Ucits ETF Solutions P
MLVN.L,Malvern International Plc
MMAG.L,
MMIT.L,Mobius Investment Trust Plc
MMS.L,Lyxor Index Fund
MN1X.L,FTSE Global 100 Index
MNDI.L,Mondi Plc
MNG.L,M&G Plc
MNKS.L,Monks Investment Trust Plc
MNL.L,Manchester & London Investment Trust Plc
MNP.L,Martin Currie Global Portfolio Trust Plc
MNRG.L,Metalnrg Plc
MNTN.L,The Schiehallion Fund Limited
MOAT.L,Market Vectors Ucits ETFS Plc
MOGB.L,Vaneck Vectors Ucits ETFS Plc
MONY.L,Moneysupermarket.com Group Plc
MOON.L,
MORE.L,Monreal Plc
MOS.L,Mobile Streams Plc
MOTR.L,Motorpoint Group Plc
MPAC.L,Mpac Group Plc
MPE.L,M.P. Evans Group Plc
MPL.L,Mercantile Ports & Logistics Limited
MPLS.L,Marble Point Loan Financing Limited
MPO.L,Macau Property Opportunities Fund Limite
MRC.L,Mercantile Investment Trust [The] Plc
MRCH.L,Merchants Trust Plc
MRK.L,Merck & Co
MRL.L,Marlowe Holdings Limited
MRO.L,Melrose Plc
MSAP.L,Invesco Markets Plc
MSAU.L,Invesco Markets Plc
MSDG.L,Amundi Index Solutions
MSDU.L,Amundi Index Solutions
MSED.L,Lyxor Index Fund
MSEU.L,Lyxor International Asse
MSEX.L,Lyxor International Asse
MSF2.L,Leverage Shares Public Limited Company
MSFE.L,Leverage Shares Public Limited Company
MSI.L,MS International Plc
MSLH.L,Marshalls Plc
MSMN.L,Mosman Oil and Gas Limit
MSRG.L,Amundi Index Solutions
MSRU.L,Amundi Index Solutions
MTC.L,Mothercare Plc
MTE.L,Montanaro European Smaller C. Tst Plc
MTEC.L,Matchtech Group Plc
MTIX.L,Multi Units France
MTL.L,Metals Exploration Plc
MTO.L,Mitie Group Plc
MTRL.L,SSGA SPDR ETFS Europe II
MTRO.L,Metro Bank Plc
MTU.L,Montanaro UK Smaller Companies Investmen
MTVW.L,Mountview Estates Plc
MTW.L,Mattioli Woods Plc
MTXX.L,Multi Units France
MUL.L,Mulberry Group Plc
MUT.L,Murray Income Trust Plc
MV1X.L,FTSE Mv Exchanges Index
MVED.L,Ishares Vi Plc
MVEU.L,Ishares Vi Plc [The Comp
MVI.L,Marwyn Value Investors Limited
MVIR.L,Marwyn Value Investors Limited
MVOL.L,Ishares Vi Plc [The Comp
MVUS.L,Ishares Vi Plc [The Comp
MWE.L,Mti Wireless Edge Ltd
MWRD.L,Amundi ETF
MWY.L,Mid-Wynd International Investment Trust
MXC.L,Matrix Communications Group
MXCT.L,Maxcyte Inc
MXEU.L,Source Markets Public Li
MXFP.L,Source Markets Public Li
MXFS.L,Source Markets Public Limited Company
MXJP.L,Source Markets Public Limited Company
MXUD.L,Invesco Markets Plc
MXUK.L,Source Markets Public Limited Company
MXUS.L,Source Markets Public Limited Company
MXWO.L,Source Markets Public Limited Company
MXWS.L,Source Markets Public Li
MYI.L,Murray International Trust Plc
MYX.L,Mycelx Technologies Corporation
N098.L,Namibia Local Index
N099.L,Namibia Overall Index
N30X.L,FTSE Norex 30 Index
N30XN.L,FTSE Nordic 30
N30XU.L,FTSE Nordic 30 Index [Us
N30XWMN.L,FTSE Nordic 30 Wm Net Tax Index
N400.L,Source Markets Public Li
N4P.L,N4 Pharma Plc
N4US.L,Source Markets Public Li
NAH.L,Nahl Group Plc
NAIT.L,North American Income Trust [The] Plc
NANO.L,Nanoco Group Plc
NAR.L,Northamber Plc
NAS.L,North Atlantic Smaller Companies Investm
NASD.L,Lyxor International Asset Management
NASL.L,Lyxor International Asset Management
NAXUKN.L,FTSE Custom 150 Equally Weighted Discoun
NBB.L,Norman Broadbent Plc
NBDD.L,Nb Distressed Debt Investment Fund Limit
NBDG.L,Nb Distressed Debt Inves
NBDX.L,Nb Distressed Debt Inves
NBPE.L,Nb Private Equity Partners Limited
NBPS.L,Nb Private Equity Partners Limited
NBPU.L,Nb Private Equity Partners Limited
NBS.L,Nationwide Building Society
NBSR.L,Newcastle Building Society
NCC.L,Ncc Group Plc
NCYF.L,New City High Yield Fund Limited
NCYT.L,Novacyt S.A.
NDIA.L,Ishares IV Plc
NDKX.L,FTSE Denmark 20 Index
NDUS.L,SSGA SPDR ETFS Europe II
NESF.L,Nextenergy Solar Fund Li
NET.L,Netcall Plc
NETW.L,Network International Holdings Plc
NEXS.L,Nexus Infrastructure Plc
NFG.L,Next 15 Group PLC
NFIX.L,FTSE Finland 25 Index
NFL2.L,Leverage Shares Public Limited Company
NFLE.L,Leverage Shares Public Limited Company
NFX.L,Nuformix Plc
NG.L,NATIONAL GRID TRACO ord gbp0.10
NGAS.L,ETFS Commodity Securities Limited
NGAU.L,UBS Ag
NGHT.L,
NGSP.L,ETFS Commodity Securities Limited
NICK.L,ETFS Commodity Securities Limited
NICL.L,Nichols Plc
NIOX.L,
NLB.L,Nova Ljubljanska Banka D.D. Ljubljana
NMIX.L,FTSE Actuaries 350 [Exit]
NMIXNUK.L,FTSE 350 Ex Investment T
NMT.L,Nmt Group
NMX.L,FTSE Actuaries 350
NMX101010.L,
NMX151010.L,
NMX151020.L,
NMX201010.L,
NMX201020.L,
NMX201030.L,
NMX301010.L,
NMX302010.L,
NMX302020.L,
NMX302040.L,
NMX303010.L,
NMX303020.L,
NMX351010.L,
NMX351020.L,
NMX401010.L,
NMX402010.L,
NMX402020.L,
NMX402030.L,
NMX402040.L,
NMX403010.L,
NMX404010.L,
NMX405010.L,
NMX451010.L,
NMX451020.L,
NMX451030.L,
NMX452010.L,
NMX501010.L,
NMX502010.L,
NMX502020.L,
NMX502030.L,
NMX502040.L,
NMX502050.L,
NMX502060.L,
NMX551020.L,
NMX551030.L,
NMX552010.L,
NMX601010.L,
NMX651010.L,
NMXDEN.L,Ftse350Domexpntind
NOG.L,Nostrum Oil & Gas Plc
NRAM.L,Amundi ETF
NRR.L,Newriver Retail Limited
NSCI.L,Netscientific Plc
NSHREACN.L,FTSE China N Share All C
NSI.L,New Star Investment Trust Plc
NSIX.L,FTSE Actuaries Fledgling [Exit]
NSWX.L,FTSE Sweden 30 Index
NSX.L,FTSE Actuaries Fledgling
NTBR.L,Northern Bear Plc
NTEA.L,Northern Electric Plc
NTOG.L,Nostra Terra Oil and Gas Company Plc
NTQ.L,Enteq Upstream Plc
NUM.L,Numis Corporation Plc
NVD2.L,Leverage Shares Public Limited Company
NVDE.L,Leverage Shares Public Limited Company
NVT.L,Northern Venture Trust Plc
NWBD.L,National Westminster Bank Plc
NWF.L,Nwf Group Plc
NWG.L,Northumbrian Water Group Plc
NWOR.L,National World Plc
NWT.L,Newmark Security Plc
NXQ.L,Nuveen Select Tax-Free Income Portfoli
NXR.L,Norcros Plc
NXT.L,Next Plc
OAP3.L,Octopus Apollo Vct Plc
OBC.L,Online Blockchain Plc
OBD.L,Oxford Biodynamics Plc
OBI.L,
OCDO.L,Ocado Group Plc
OCI.L,Oakley Capital Investments Limited
OCN.L,Ocean Wilsons [Holdings] Ld
OCTP.L,
OGLD.L,Deutsche Boerse Commodities Gmbh
OGN.L,Origin Enterprises Plc
OHG.L,
OHT.L,Orad Hi-tec Systems Ld Ord Ils 0.01
OIG.L,Oryx International Growth Fund Ltd
OIT.L,Odyssean Investment Trust Plc
OMG.L,Omg Plc
OMI.L,Orosur Mining Inc
OMIP.L,One Media Ip Group Plc
OMU.L,Old Mutual Ltd
OMXS.L,Ishares IV Plc
ONC.L,Oncimmune Holdings Plc
ONDO.L,
ONE.L,One Delta Plc
ONT.L,Online Travel
ONWD.L,Onward Opportunities Ltd
OOA.L,Octopus Aim Vct Plc
OPEN.L,Ishares IV Plc
OPG.L,Opg Power Ventures Plc
OPTI.L,Optibiotix Health Plc
ORC2.L,Leverage Shares Public Limited Company
ORCA.L,Orca Interact
ORCH.L,Orchard Funding Group Pl
ORCP.L,Oracle Coalfields Plc
ORIT.L,Octopus Renewables Infrastructure Trust
ORNT.L,Orient Telecoms Plc
ORR.L,Oriole Resources Plc
OSB.L,Onesavings Bank Plc
OSEC.L,Octopus Second Aim Vct Plc
OSI.L,Osirium Technologies Plc
OTB.L,On The Beach Group Plc
OTMP.L,Onthemarket Plc
OTV2.L,Octopus Titan Vct Plc
OUFU.L,Ossiam Irl Icav
OVB.L,Ovoca Bio Plc
OVZA.L,ETFS Metal Securities Limited
OVZB.L,ETFS Metal Securities Limited
OVZC.L,ETFS Metal Securities Limited
OXA1.L,DB Etc Plc
OXA2.L,DB Etc Plc
OXA5.L,DB Etc Plc
OXA6.L,DB Etc Plc
OXB.L,Oxford Biomedica Plc
OXIG.L,Oxford Instruments Plc
PAC.L,Pacific Assets Trust Plc
PADV.L,SSGA SPDR ETFS Europe I
PAF.L,Pan African Resources Plc
PAG.L,Paragon Group of Companies Plc
PAG3.L,Paragon Group of Compani
PAGE.L,Pagegroup Plc
PALM.L,Asian Plantations Limited
PANR.L,Pantheon Resources Plc
PAT.L,Panthera Resources Plc
PAXG.L,Multi Units Luxembourg
PAXJ.L,Multi Units Luxembourg
PAY.L,Paypoint Plc
PBEE.L,
PBRT.L,ETFS Hedged Commodity Securities Limited
PCA.L,Palace Capital Plc
PCFT.L,Polar Capital Global Fin
PCGH.L,Polar Cap Glbl Health Gwth&Inc Tst Plc
PCIP.L,Pci-Pal Plc
PCRD.L,ETFS Hedged Commodity Securities Limited
PCT.L,Polar Capital Technology Trust Plc
PCTN.L,Picton Property Income Ld
PDG.L,Pendragon Plc
PDL.L,Petra Diamonds Limited
PEB.L,Pebble Beach Systems Group Plc
PEBB.L,The Pebble Group Plc
PEEL.L,Peel (hdg)
PEG.L,Petards Group Plc
PEMB.L,Pembroke Vct Plc
PEMD.L,Source Markets II Plc
