tick,Average Return,Volatility,Beta,CAPM,Sharpe Ratio,Average Volume,PE Ratio,EPS
CRMT,0.150528834,0.035991012,1.346111906,0.140149856,2.713173427,85388,44.47,1.67
CRNT,0.053014275,0.041189173,1.019655299,0.116467991,1.79581152,327471,,-0.13
CROX,0.470804042,0.039536946,1.553113377,0.155166189,2.84964316,2176552,7.84,10.7
CRTO,0.151451416,0.032146634,0.929332991,0.109915816,2.097134562,399437,239.1,0.1
CRUS,0.203590549,0.026780174,1.269390891,0.134584349,3.438526944,1178581,26.33,2.68
CRVL,0.301247904,0.022772198,0.97699622,0.11337341,3.112277989,22962,46.54,4.29
CRWS,0.04846622,0.020590897,0.337726867,0.066999434,1.189818697,21314,9.13,0.46
CSCO,0.084830608,0.018018431,0.957719252,0.111975017,3.85577506,15919494,17.27,3.07
CSGP,0.207815601,0.02246798,1.030211993,0.117233796,3.326235701,1589903,78.16,0.99
CSGS,0.111106913,0.01799582,0.673355711,0.091346673,2.714334371,360033,20.67,2.4
CSIQ,0.257440314,0.037549134,1.274225627,0.134935071,2.461709787,781691,3.72,5.81
CSPI,0.283645607,0.034402108,0.516311088,0.079954318,1.08872159,10694,18.51,1.11
CSQ,0.117324833,0.017888536,1.100380045,0.122323938,4.462295642,291713,,-0.2
CSTE,-0.179805436,0.027844219,0.787279647,0.099610961,2.051088623,15888,,-3.8
CSWC,0.149606857,0.021460664,0.756522575,0.097379777,2.557226454,569403,13.25,1.63
CTAS,0.268403734,0.019683704,1.104621294,0.122631607,4.070961715,276421,39.01,13.29
CTBI,0.042970305,0.020497519,0.896066454,0.10750259,3.171241918,105853,8.74,4.57
CTG,0.255921208,0.027368823,0.462237472,0.076031702,1.225178782,65033,60.38,0.17
CTHR,7.56E-05,0.041657424,0.516099235,0.07993895,0.898734165,432133,,-0.64
CTIB,0.863397305,0.100602122,0.428183813,0.073561376,0.308754677,239336,,-0.09
CTRE,0.164130002,0.028210138,1.016015403,0.116203945,2.612675841,1361124,61.94,0.35
CTRN,0.213216149,0.041721924,1.541859074,0.154349777,2.680839408,32313,10.39,2.41
CTSH,0.041688292,0.020248978,1.081115588,0.120926453,3.87310665,3826748,16.16,4.1
CTSO,-0.093314159,0.047729049,0.817845946,0.101828306,1.243023014,63341,,-0.6
CUBA,-0.009459795,0.021530906,0.909365464,0.108467329,3.063843567,47719,2.32,1.13
CUTR,-0.123415574,0.045799857,1.232140073,0.131882094,1.951580199,1055614,,-3.86
CVBF,0.027610169,0.022580201,0.839377987,0.103390287,2.696622862,1349718,10.31,1.71
CVCO,0.169633879,0.031339875,1.361643267,0.141276535,3.151784598,92362,10.56,25.61
CVCY,0.071055205,0.028981239,1.025643342,0.116902377,2.56726005,15255,7.17,2.32
CVGI,0.210983392,0.04403439,1.190041087,0.128828143,1.96047096,294630,,-0.31
CVGW,-0.179667473,0.026466664,0.532102603,0.081099869,1.458433483,103707,,-0.2
CVLT,0.088773738,0.022281031,0.88525311,0.106718167,2.882190073,207595,,-0.41
CVLY,0.047502697,0.024195991,0.770462522,0.09839101,2.309928586,10224,7.08,2.86
CVV,0.340771761,0.051546887,0.793459414,0.100059254,1.116638809,14976,79.43,0.07
CWBC,0.112145919,0.021045306,0.222254049,0.058622787,0.766098974,16839,11.32,1.14
CWCO,0.28773379,0.027033141,0.687365587,0.09236298,1.844512996,150272,33.24,0.94
CWST,0.251575405,0.020692551,0.836608164,0.103189358,2.932908474,366228,119.89,0.66
CYAN,-0.12722052,0.03958546,0.123079018,0.051428417,0.225547892,1536,,-0.69
CYBR,0.311170431,0.031109446,1.200546932,0.12959026,2.799479601,986281,,-2.81
CYCC,-0.301696641,0.06011833,0.940284922,0.110710293,1.134600588,119430,,-1.94
CYCCP,0.457316999,0.047383145,0.013218506,0.043458899,0.020237131,11764,,-2.05
CYTK,0.556170011,0.042582974,0.990006579,0.114317209,1.686524024,2029793,,-5.77
CZNC,0.043041801,0.025564918,1.016709822,0.11625432,2.884981721,20803,10.69,1.79
CZR,0.296511542,0.046720876,2.097643321,0.194667563,3.256950113,5229004,13.54,3.28
CZWI,0.009690731,0.020971343,0.439278185,0.074366185,1.519510965,8046,6.95,1.34
DAIO,0.038344119,0.033575231,0.501224699,0.078859919,1.082938753,29618,30.2,0.1
DAKT,0.183866648,0.031235222,0.80082731,0.100593737,1.859879139,284326,13.87,0.69
DAVE,-1.13298142,0.059791389,1.036973626,0.1177243,1.258112592,28158,,-8.97
DBVT,-0.089625671,0.060975424,0.641629691,0.089045199,0.763343596,555834,,-0.55
DCOM,0.021456128,0.026090783,1.110576014,0.123063575,3.087817489,135689,7.17,2.91
DCTH,-0.371352274,0.072133082,0.439493381,0.074381796,0.441985778,733196,,-3.13
DENN,0.027328366,0.035515989,1.270179364,0.134641546,2.594368036,716271,17.63,0.52
DERM,-0.026031349,0.064781995,0.288906521,0.063457901,0.323514292,16250,,-2.21
DGICA,0.071624132,0.017255288,0.630523206,0.088239511,2.65075326,27791,47,0.31
DGICB,0.152606201,0.030665655,-0.019342889,0.041096825,-0.045757211,575,44.26,0.31
DGII,0.266401248,0.030530928,1.154873238,0.126276992,2.744004122,308031,31.09,0.81
DGLY,-0.073268142,0.071317622,0.762458632,0.097810391,0.775550124,4598,,-10.66
DHIL,0.067814109,0.019689963,0.790836502,0.099868983,2.913615559,18272,10.52,14.49
DIOD,0.249676523,0.027389549,1.428322382,0.146113581,3.782960408,430583,9.8,7.18
DISH,-0.215146053,0.033431971,1.474808739,0.149485802,3.200104546,11902919,1.98,2.77
DJCO,0.1179367,0.024615218,0.841388712,0.103536149,2.479610286,2050,,-12.21
DLHC,0.346369856,0.034608573,0.587623142,0.085127448,1.231701991,27040,27.98,0.52
DLTR,0.126374162,0.02357047,0.731682703,0.095577839,2.251878656,2751225,21.15,5.5
DMLP,0.218062346,0.023531688,0.623021835,0.087695345,1.92061635,161603,10.14,2.8
DMRC,0.354936418,0.049181621,1.630048989,0.160747264,2.40429782,68630,,-2.59
DORM,0.03059148,0.022921934,0.726590151,0.095208414,2.299475041,131982,22.27,3.06
DOX,0.085371757,0.015002125,0.710045938,0.094008261,3.433397659,890823,17.67,4.67
DRRX,0.141162099,0.057113772,1.152558923,0.126109106,1.463904478,268278,,-1.53
DSGX,0.223575021,0.019879957,0.846317456,0.103893691,3.088220423,181673,55.72,1.31
DSWL,0.045471098,0.024452896,0.137565849,0.052479323,0.408103926,3424,17.15,0.13
DVAX,0.364571535,0.051543131,1.16504327,0.127014748,1.639689815,3010988,19.48,0.73
DWSN,0.058751876,0.049497028,0.569864915,0.083839228,0.83518606,2310,,-0.69
DXCM,0.32747922,0.030556255,1.073599832,0.120381244,2.548782327,4740153,107.1,0.91
DXLG,0.48191262,0.060381086,1.079982369,0.120844247,1.297496476,326101,7.93,0.57
DXPE,0.115369711,0.034977025,1.263252871,0.134139083,2.619979331,63007,11.04,3.09
DXYN,0.367686338,0.064683888,1.051838048,0.118802597,1.179622923,9772,,-1.95
DYNT,-0.321556313,0.052938024,0.146500779,0.053127482,0.200753282,44019,,-1.46
DYSL,0.442157983,0.047929998,0.081614578,0.048420497,0.123523836,1,,-0.03
EA,0.111642718,0.019059189,0.638957053,0.088851321,2.431967079,2620381,35.7,3.63
EAC,0.032613039,0.002566791,-3.92E-05,0.042497159,-0.001106705,7000,217.2,0.05
EBAY,0.11559733,0.020560536,0.851253795,0.104251783,3.003413087,6165450,17.11,2.37
EBIX,-0.067442664,0.054188709,1.764368192,0.170491068,2.361950844,854500,5.69,1.09
EBMT,-0.001141049,0.019865015,0.368721492,0.069247851,1.346480302,5929,7.95,1.48
EBTC,0.085826043,0.029492656,1.264173612,0.134205876,3.109447891,11570,7.83,3.48
ECPG,0.237966563,0.034352928,0.918365472,0.109120209,1.939287637,240530,,-0.22
EDAP,0.386934687,0.038490156,0.629408533,0.08815865,1.186242292,47271,,-0.52
EDUC,-0.310067128,0.038073961,0.599465018,0.085986483,1.142158098,5125,,-0.22
EEFT,0.02435664,0.026724151,1.209838683,0.130264303,3.284081982,310827,15.52,5.21
EFOI,0.013428075,0.075922411,0.966707535,0.112627046,0.923667274,1244,,-4.42
EFSC,0.041213882,0.024221799,1.048884553,0.118588344,3.141316797,135746,6.79,5.49
EGAN,0.110116752,0.036997307,1.106767295,0.122787283,2.170084499,111719,108.83,0.06
EGBN,-0.05885506,0.027193961,0.9883242,0.114195166,2.636437048,268925,5.52,4.2
EGHT,-0.119260983,0.042765166,1.544422626,0.154535743,2.619789728,3774620,,-0.5
EGLE,0.245793211,0.040471743,1.08601378,0.121281778,1.946587218,112630,5.16,8.04
EGRX,-0.155728659,0.028825689,0.797124091,0.100325098,2.00602658,91254,16.96,0.85
EHTH,0.053070518,0.050245939,1.285877481,0.135780321,1.85647484,245628,,-3.44
ELSE,0.265243012,0.052629299,0.193020886,0.056502151,0.266052388,516,28.21,0.14
ELTK,0.862673915,0.103938119,0.490660889,0.078093597,0.342449891,32327,11.74,0.8
EMCG,0.077248257,0.001707069,-0.003126536,0.042273194,-0.132862617,3284,54.35,0.2
EMITF,2.182159881,0.349702648,0.420054886,0.072971686,0.087135988,2,,-0.15
EMKR,-0.274717865,0.040717253,0.866065657,0.105326268,1.542988872,349694,,-1.19
EML,0.017131017,0.029358126,1.084821273,0.121195271,2.680527711,7277,16.55,1.07
EMMS,0.62125835,0.071170641,0.192207444,0.056443142,0.195911427,187,,-5.04
ENG,0.365425981,0.071086758,0.996125589,0.114761095,1.016519776,104888,,-0.64
ENPH,0.83100352,0.048437822,1.559703133,0.155644224,2.335865218,6083274,20.25,3.99
ENSG,0.261997436,0.026475359,1.089313133,0.12152112,2.984704383,314779,23.5,4.34
ENTA,-0.308234334,0.031840554,0.93502459,0.110328697,2.130261185,237610,,-6.32
ENTG,0.341526732,0.029403123,1.507796078,0.151878774,3.71997129,1904473,69.37,1.33
ENZN,0.484278521,0.060750637,0.355951294,0.068321473,0.425040373,15950,,-0.01
EQIX,0.187684791,0.019214606,0.856807848,0.104654686,3.234762412,387133,82.79,9.31
ERIC,-0.059814571,0.02309942,0.948639546,0.111316355,2.979137849,7736547,,-0.64
ERIE,0.218198469,0.020686409,0.659242398,0.090322863,2.311801079,50377,36.33,7.66
ERII,0.252008137,0.030089519,1.140657231,0.125245732,2.749985224,875957,100.44,0.18
ESCA,0.209792994,0.03081793,0.942741518,0.1108885,2.219114002,17688,24.8,0.69
ESEA,0.50278645,0.053757579,0.740663984,0.09622936,0.999475066,10891,1.82,14.67
ESGR,0.119342021,0.022455337,0.829729261,0.102690347,2.680447327,70287,17.09,14.82
ESLT,0.13782634,0.018851468,0.609237859,0.086695426,2.344402381,23927,31.9,5.97
ESMC,1.411653092,0.109956517,-0.134123963,0.032770359,-0.088486261,257,6.06,0.03
ESPR,-0.50629793,0.049698279,0.959854814,0.112129935,1.401053232,3022910,,-2.73
ESSA,0.087293584,0.023682362,0.759884091,0.097623628,2.327623731,13994,8.63,1.91
EVLV,0.078691208,0.051899059,0.842353675,0.103606149,1.177403807,665858,,-0.97
EVOK,-0.062658295,0.071773356,0.621543856,0.08758813,0.628201493,6147,,-2.35
EVOL,0.122963661,0.047007399,0.55070036,0.08244899,0.849844713,1,,-0.37
EWBC,0.125771159,0.028639334,1.31840548,0.138139972,3.339462134,1221896,6.67,8.86
EXAS,0.143440386,0.038030523,1.352609238,0.140621187,2.580064115,2293986,,-1.58
EXEL,0.113952436,0.026533386,0.832733374,0.102908272,2.276689149,2426118,72.41,0.29
EXLS,0.231355238,0.022230885,1.067894827,0.11996739,3.484674137,652080,25.39,1.05
EXPD,0.142182592,0.016863483,0.816003288,0.101694636,3.510225997,1494236,16.83,6.71
EXPE,0.066331202,0.030794281,1.292520072,0.136262189,3.044792273,8890782,19.84,5.68
EXPO,0.123150215,0.018924335,0.829781624,0.102694146,3.180780057,213157,37.88,1.98
EXTR,0.366420918,0.037618365,1.54866514,0.154843504,2.986400467,4435180,24,0.7
EZPW,0.060981465,0.027365877,0.754202825,0.097211497,1.999259789,433575,17.33,0.49
FALC,1.616648006,0.131033475,0.252825598,0.060840513,0.139968151,1500,,-0.31
FANG,0.270277614,0.038165739,1.268293964,0.134504775,2.410664056,1236466,8.41,19.28
FARM,-0.188107782,0.046142074,0.954355018,0.111730968,1.500387008,55338,,-1.74
FARO,-0.095585462,0.032018,1.184869276,0.128452969,2.68452025,270084,,-3.2
FAST,0.221870272,0.018275826,0.944167761,0.110991963,3.747680827,4102467,30.2,1.98
FATE,-0.004224724,0.052990854,1.593618834,0.158104542,2.181594253,3190289,,-2.17
FBIZ,0.187082202,0.025769854,0.9119159,0.108652343,2.567043728,15194,7.55,4.37
FBMS,-0.006269034,0.022100675,0.889360706,0.107016141,2.919193224,126290,9.7,2.71
FBNC,0.052990121,0.025939436,1.000893283,0.115106954,2.799095319,171923,10.98,2.89
FCAP,-0.014004993,0.025776011,0.684323268,0.092142283,1.925910259,6356,6.28,3.94
FCBC,0.081044034,0.023001012,0.947992823,0.111269441,2.989844087,36795,12.24,2.8
FCCO,0.017489024,0.020382209,0.398167642,0.071383938,1.417115166,14097,10.55,1.65
FCEL,0.514447954,0.093012614,1.839072809,0.175910302,1.434324832,11046773,,-0.3
FCFS,0.12585131,0.022288015,0.920914532,0.109305123,2.997356325,184660,21.86,4.99
FCNCA,0.332418798,0.028529939,1.039078033,0.117876958,2.642030092,56792,1.87,766.86
FDUS,0.222233202,0.027777304,0.950741258,0.111468818,2.482919844,316363,11.31,1.72
FEIM,0.010732291,0.028243498,0.40947172,0.07220396,1.05170969,6027,,-0.04
FELE,0.198302903,0.021526627,1.0597855,0.119379122,3.571350139,133159,21.2,4.13
FFBC,0.050694654,0.026447843,1.137715942,0.125032364,3.120570747,353201,7.12,2.82
FFIC,-0.001865591,0.025288287,0.894169565,0.107364986,2.565020915,95506,8.68,1.57
FFIN,0.033315136,0.022708371,1.000173655,0.115054751,3.195066225,465333,17.53,1.48
FFIV,0.017249006,0.020060169,0.94302475,0.110909046,3.410192905,553188,23.56,6.54
FFNW,0.010733957,0.022292187,0.666928864,0.090880456,2.170287574,2263,9.26,1.18
FFWM,-0.083781453,0.032324754,1.175792813,0.127794542,2.638675672,680934,,-3.26
FGEN,-0.419248717,0.049164186,1.321792805,0.138385696,1.950315958,2713252,,-3.39
FIBK,-0.019758224,0.023031751,0.906534077,0.108261934,2.855272894,757604,8.69,2.85
FISI,0.003027189,0.026754793,1.104683093,0.12263609,2.995205028,64308,5.22,3.31
FITB,0.100416643,0.02772196,1.389242968,0.143278676,3.635337377,8572029,7.54,3.51
FITBI,0.035139488,0.012256709,0.418273275,0.072842444,2.475578426,33048,7.22,3.48
FIVE,0.196670146,0.029976383,1.388335719,0.143212863,3.359740316,885162,36.41,4.87
FIVN,0.21888938,0.033040995,1.084436924,0.12116739,2.380902558,3015206,,-1.21
FIZZ,0.131072064,0.029154158,0.61070137,0.086801592,1.51956345,178993,29.37,1.67
FLEX,0.312953464,0.027632562,1.354899881,0.140787355,3.556939628,4467965,15.1,1.73
FLIC,-0.038157862,0.023105094,0.891846518,0.107196467,2.800095384,102376,8.78,1.32
FLL,0.342702451,0.047374987,1.517297274,0.152568011,2.323335962,532239,,-0.8
FLWS,0.100165577,0.038067841,1.110559061,0.123062346,2.116283526,574059,,-0.69
FLXS,0.11551193,0.032890601,0.750813704,0.096965643,1.655963728,10687,6.61,2.83
FMBH,0.028081682,0.022132915,0.953025488,0.111634521,3.123606653,66520,8.78,3.4
FMNB,0.041158539,0.021683717,0.815860685,0.101684291,2.729434751,68154,9.14,1.33
FNLC,0.07113613,0.024698368,0.940678321,0.110738831,2.762888268,8772,8.57,2.89
FOLD,0.15438231,0.036366469,1.25339608,0.133424051,2.500216643,3061043,,-0.64
FONR,-0.057488418,0.021941537,0.597497152,0.08584373,1.975419025,11982,10.44,1.32
FORD,0.049591681,0.040938898,0.503816573,0.079047939,0.892743599,7635,,-0.26
FORM,0.282012296,0.031188607,1.447851863,0.147530292,3.367585209,625198,,-0.1
FORR,-0.023248652,0.026807547,1.021034845,0.116568066,2.762955748,40665,235.4,0.1
FORTY,0.212031023,0.031082522,0.474231045,0.076901741,1.106787304,428,15.22,4.14
FOSL,-0.090871555,0.061441978,1.207714381,0.130110202,1.425901387,557170,,-1.37
FOX,-0.00465943,0.021250974,0.857480589,0.104703488,2.927088872,1279842,14.31,2.05
FOXA,0.023895346,0.0219523,0.833734004,0.10298086,2.755103519,4108746,15.52,2.05
FOXF,0.171873726,0.031232254,1.361308473,0.141252248,3.16186747,6793385,13.88,4.36
FRBA,0.098727459,0.027036458,1.012289893,0.115933689,2.716098737,27042,7.1,1.69
FRBK,0.36979811,0.115966823,0.980020668,0.11359281,0.613044387,93059,0.9,0.22
FREE,-0.117855324,0.029149866,0.462755522,0.076069282,1.151610185,264309,,-2.12
FRGI,-0.007719495,0.041022491,1.144867706,0.125551169,2.024527696,501797,,-0.25
FRME,0.015030394,0.024027486,0.996971212,0.114822439,3.009987763,186919,7.03,4.22
FRPH,0.076912067,0.02172056,0.829369958,0.102664283,2.769923231,12609,119.5,0.46
FRPT,0.238072037,0.033027881,1.303208788,0.137037572,2.862356538,717429,,-1.31
FRSH,-0.211341886,0.043778268,1.551099155,0.155020073,2.570226708,2637678,,-0.57
FSBW,0.131016204,0.024429206,0.810882203,0.101323141,2.407902338,7615,6.97,4.3
FSFG,0.007126898,0.021281852,0.469452786,0.076555116,1.60019513,2098,9.21,1.64
FSLR,0.365608401,0.031340851,0.981703916,0.113714916,2.27227127,2569122,34.38,4.42
FSTR,0.102156379,0.030573544,0.996344836,0.114777,2.364037363,49782,,-4.17
FTEK,0.512492265,0.075927629,0.814345461,0.101574373,0.778035269,20236,,-0.06
FTNT,0.371221191,0.028082405,1.237736597,0.132288078,3.197307324,38046938,37.95,1.33
FULT,0.062052965,0.024373943,1.051373355,0.118768887,3.129115613,1257785,8.13,1.74
FUNC,0.067146971,0.022376593,0.505992061,0.079205754,1.640363814,14543,5.01,3.39
FUND,0.097317457,0.014801506,0.867405717,0.105423479,4.251153681,34530,6.85,1.1
FWRD,0.093192484,0.023477505,1.007227927,0.115566483,3.112191115,315762,16.11,4.11
GABC,0.038623721,0.020298707,0.840500963,0.10347175,3.003725783,58184,9.16,3.12
GAIA,-0.158935943,0.039839912,0.853825064,0.104438309,1.554679874,30894,,-0.2
GAIN,0.152663497,0.018844972,0.818685288,0.101889194,3.151460925,296183,6.49,2.29
GALT,0.099009764,0.049658621,1.064304323,0.119706927,1.554753753,45233,,-0.67
GAME,8.25008708,0.654059204,-0.272737726,0.022715018,-0.030249528,17411,,-6.88
GASS,0.254100322,0.03380785,0.546248801,0.082126064,1.172096537,263260,5.29,1.09
GBCI,0.0279544,0.024824457,1.129539436,0.124439223,3.300745854,867454,14.63,2.24
GBDC,0.040853817,0.016925646,0.547364752,0.082207018,2.345967595,473340,15.24,0.97
GBIM,735.4980644,88.54500579,-27.48385672,-1.951238148,-0.022516664,5375,,0
GBLI,0.113558764,0.027146697,0.716120998,0.094448959,1.913638338,1812,13.35,2.62
GCBC,0.209188051,0.028797365,0.660475433,0.09041231,1.663774101,10340,15.2,1.66
GENC,0.102272514,0.022978996,0.678228454,0.091700153,2.141092387,10053,17.01,0.82
GENE,0.231799785,0.081732163,0.715468729,0.094401642,0.63502103,32211,,-0.05
GEOS,0.188928644,0.041190039,1.114958591,0.123381497,1.963617898,49069,,-0.03
GERN,0.239052627,0.044127587,0.976920257,0.113367899,1.605977192,5277962,,-0.37
GEVO,0.57952687,0.094180519,1.414320861,0.145097881,1.089374763,6781378,,-0.43
GGAL,0.089996478,0.041422233,1.172475529,0.1275539,2.053339331,483457,13.23,0.94
GIFI,-0.067561996,0.026587383,0.333185708,0.066670009,0.909078126,24128,20.95,0.19
GIGA,0.080389326,0.090977105,0.445109261,0.074789184,0.354915496,11,,-3.49
GIGM,-0.025115742,0.032924105,0.391330081,0.070887927,0.862223182,5516,,-0.09
GIII,0.228730465,0.050081311,1.656171923,0.162642278,2.398944335,622999,,-3.75
GILD,0.085491123,0.016214111,0.517093903,0.080011105,2.313485092,6464535,18.76,4.35
GILT,0.066919687,0.031301435,0.917059449,0.109025467,2.125316828,78695,58.64,0.11
GLAD,0.133886115,0.023394108,0.942637201,0.110880932,2.922998067,223055,10.41,0.96
GLBS,-0.687263964,0.068105192,1.559378244,0.155620656,1.660969642,91497,13.08,0.13
GLBZ,-0.038905604,0.029487231,0.226756107,0.058949376,0.557847432,1383,7.54,0.67
GLDD,0.142511462,0.026406903,0.865698585,0.105299639,2.378152432,498753,,-0.65
GLMD,1.526960098,0.330319366,0.932997526,0.11018165,0.204897613,10977,,-6.84
GLNG,0.169348494,0.040702339,1.287995845,0.135933992,2.295543557,772978,25.08,0.92
GLPI,0.171478579,0.023595753,1.053153161,0.118897998,3.237785908,2782862,16.88,2.74
GLRE,0.063379934,0.023464855,0.671371638,0.091202744,2.075561282,111432,5.77,1.99
GLRI,22.75649907,2.743953522,1.077896394,0.120692925,0.028496447,181603,,-0.02
GLYC,-0.040647898,0.053225769,1.234789534,0.132074292,1.682912113,201841,,-0.66
GNTX,0.112488683,0.01797184,0.934463503,0.110287995,3.771900608,1427695,17.69,1.7
GOGO,0.420488122,0.049234487,1.044412952,0.118263965,1.538839329,494921,9.34,1.19
GOLD,0.116871796,0.022930784,0.349117199,0.067825713,1.104441682,27899275,,-0.04
GOOD,0.041406708,0.025335348,1.03532543,0.117604736,2.964424889,223213,,-0.24
GOODN,0.048814017,0.023670526,0.365181078,0.068991022,1.119156425,5294,,-0.03
GOODO,-0.116132555,0.016675095,0.218930415,0.058381684,0.952419363,2931,616.21,
GOOG,0.233379751,0.020254408,1.135392081,0.124863786,4.066462381,18901505,24.98,5.22
GOOGL,0.228644805,0.020245471,1.140595918,0.125241284,4.086903455,25495081,24.78,5.21
GPOR,0.347413177,0.028389236,0.547031536,0.082182846,1.397813093,198265,2.25,59.28
GPRE,0.324052804,0.042265516,1.530566182,0.153530567,2.626977685,1062462,,-2.38
GPRO,0.02360339,0.03666676,1.385191924,0.142984805,2.740487671,1813384,,-0.17
GRBK,0.431720279,0.032248604,1.2325931,0.131914958,2.772676876,486463,7.81,5.75
GRFS,-0.079627046,0.024500255,0.705271291,0.093661898,2.088218973,902834,51.72,0.18
GRMN,0.167973627,0.017902851,0.924150846,0.109539892,3.744649028,735910,21.33,5.42
GROW,0.337638411,0.042468968,0.617831355,0.087318817,1.055330963,20021,13.14,0.21
GRPN,0.110153532,0.058168565,1.592707467,0.158038429,1.986269204,966452,,-5.03
GRVY,0.357067778,0.042579206,0.82824941,0.102582996,1.411087729,13658,4.67,13.92
GSBC,0.063709301,0.020169781,0.858086725,0.104747459,3.086174257,24326,8.26,6.34
GSIT,0.224461434,0.072603396,0.890294565,0.107083885,0.889543586,57307,,-0.73
GSM,0.37666091,0.059449522,1.361240799,0.141247339,1.661028312,1559458,5.87,0.8
GT,0.052463359,0.035603428,1.399887546,0.144050857,2.852277537,3708724,,-1.29
GTIM,0.16934312,0.045762276,0.869673345,0.105587977,1.378602252,5293,3.16,0.85
GTLS,0.32581662,0.04045579,1.555260227,0.155321926,2.788770778,695688,,-0.13
GULTU,0.825541121,0.090455305,0.204972435,0.057369142,0.164381093,529,1.31,0.01
GURE,-0.01778975,0.04066125,0.514070591,0.079791788,0.917133333,16421,3.42,0.52
GYRO,-0.054942715,0.024585409,-0.027903052,0.040475853,-0.082331249,342,45.24,0.21
HA,-0.199135666,0.042417776,1.439899734,0.146953427,2.462491833,3543023,,-4.06
HAFC,0.070737149,0.028723938,1.132216495,0.124633423,2.859406802,141176,5.56,2.94
HAIN,-0.076779356,0.02502157,0.639471618,0.088888648,1.853946374,1394274,,-1.3
HALL,-0.43214214,0.052858265,1.301986725,0.136948921,1.78683355,21102,,-62.29
HALO,0.23619115,0.025399077,0.857771083,0.104724561,2.449874869,1176215,20.93,1.7
HAS,-0.062198054,0.023681993,0.989363192,0.114270536,3.030595335,1887574,,-4.02
HAYN,0.197076517,0.028977011,1.032053297,0.117367368,2.583681559,76741,13.33,3.53
HBAN,0.04349901,0.025656184,1.162299644,0.126815719,3.286370192,21298971,7.03,1.51
HBANP,-0.118371782,0.01647231,0.355283701,0.068273045,1.564628413,72627,21.58,0.78
HBCP,0.066185909,0.024315948,0.971270687,0.112958067,2.897607271,14614,7.03,5.2
HBIO,0.207814803,0.04019176,0.873162696,0.105841102,1.575972346,85108,,-0.13
HBNC,0.005473933,0.026836306,1.121332179,0.123843851,3.03111212,157064,6.23,1.7
HCKT,0.08392579,0.022800058,0.796973631,0.100314183,2.535703326,91647,18.79,1.25
HCSG,-0.177433267,0.028057405,0.925458917,0.109634783,2.392765192,506637,23.35,0.43
HDSN,0.905735354,0.060268418,0.757734762,0.097467711,0.912048349,437409,11.04,1.12
HEAR,0.042708409,0.041827797,1.19093342,0.128892875,2.065441649,60449,,-3.47
HEES,0.271096113,0.033014423,1.350781942,0.140488631,2.968055231,195351,9.4,4.63
HELE,0.031949833,0.026215086,1.011889871,0.11590467,2.800092683,196157,17.91,5.73
HFBL,0.045309719,0.026620314,0.057594687,0.046678043,0.156949414,15004,7.24,1.68
HFWA,-0.042203281,0.023506417,0.905921871,0.108217523,2.795726883,144259,7.99,2.21
HIBB,0.380156411,0.039659906,1.282390679,0.135527381,2.345627854,149729,5.95,8.46
HIFS,0.013753882,0.022072318,0.720273658,0.094750202,2.367227631,13527,9.19,17.84
HIHO,0.106806738,0.041760033,0.279235374,0.062756335,0.485065115,2609,,-0.07
HIMX,0.230381796,0.041734882,1.182444879,0.128277098,2.055285486,373106,14.95,0.38
HLIT,0.231236168,0.031468501,0.9827536,0.113791062,2.265473762,1733992,217.4,0.05
HMNF,0.012653549,0.015124017,0.204177037,0.057311442,0.979332531,1462,11.74,1.6
HMNY,9.933361733,0.618383931,-2.6985554,-0.15325902,-0.316565502,18002,,-55.44
HMST,-0.189579527,0.030600616,1.025643916,0.116902418,2.431402595,652264,,-0.82
HNNA,-0.016348413,0.025616875,0.35473441,0.068233198,1.004540874,5566,10.33,0.64
HNRG,0.47395746,0.049186093,0.930622078,0.11000933,1.372528794,246732,6.64,2.07
HOFT,-0.00574376,0.026538718,0.87652557,0.106085052,2.395935362,30135,,-0.91
HOLI,0.127649594,0.02942415,0.680878686,0.091892406,1.678634932,504090,11.98,1.72
HOLX,0.14856344,0.019007749,0.803558972,0.100791898,3.066743957,1710179,35.22,1.95
HOMB,0.113220231,0.025706153,1.221038283,0.131076746,3.445741018,863536,10.38,2.09
HOVNP,0.518035549,0.04344158,0.534066992,0.08124237,0.891826897,1461,,
HQY,0.060602098,0.032318184,1.114766842,0.123367587,2.502231787,2129292,427.6,0.15
HRTX,-0.494330552,0.045346896,1.303837516,0.137083181,2.085769672,2143351,,-1.12
HRZN,0.14951275,0.027012961,0.968744681,0.112774825,2.601522448,191075,20.82,0.57
HSIC,0.029226742,0.018578547,0.768378403,0.098239824,3.00022519,1978097,18.25,3.42
HSII,0.03098457,0.026066187,0.857810698,0.104727435,2.38728567,90728,9.36,2.68
HSON,0.130305759,0.031868768,0.414169988,0.072544783,0.942765734,6705,26.13,0.62
HSTM,0.050200713,0.020286369,0.633971536,0.08848966,2.267022772,117527,59.53,0.43
HTBI,0.027129287,0.023302657,0.808347555,0.101139272,2.516420022,30295,7.14,3.08
HTBK,0.005019185,0.026202592,1.059742845,0.119376028,2.933909298,600053,7.5,1.17
HTHT,0.196450121,0.034476072,0.952129313,0.111569511,2.003404275,1509093,78.23,0.47
HTLD,-0.054543892,0.017367533,0.701703801,0.093403105,2.930934756,216162,39.87,0.31
HTLF,-0.03799862,0.025126418,1.120518997,0.123784861,3.235035723,134678,6.27,4.74
