tick,Average Return,Volatility,Beta,CAPM,Sharpe Ratio,Average Volume,PE Ratio,EPS
HUBG,0.130149758,0.02196448,0.874491412,0.10593749,2.888185359,533056,10.56,6.74
HURC,-0.068832522,0.023190724,0.809485532,0.101221824,2.532125509,70723,38.73,0.52
HURN,0.202909222,0.024619715,0.823367484,0.10222885,2.426057783,194546,27.78,3.65
HWBK,0.07243337,0.028431582,0.834394395,0.103028766,2.128927092,4134,10.13,1.86
HWKN,0.307468919,0.025039488,0.907626215,0.10834116,2.629493089,193459,19.92,3.04
IART,-0.014270413,0.02116845,0.905507259,0.108187446,3.103082549,593053,31.76,1.22
IBCP,0.085792361,0.025929061,0.987955414,0.114168413,2.764018847,85523,7.41,2.84
IBKR,0.140693136,0.021768914,0.954511631,0.111742329,3.180789282,1516517,28.02,2.84
IBOC,0.125772395,0.025333967,1.109505409,0.122985912,3.176995926,324363,7.58,6.27
IBTX,0.010588333,0.0276405,1.201681629,0.129672573,3.153798654,369915,22.84,1.68
ICAD,0.20112328,0.051389149,1.044378894,0.118261494,1.474270265,239094,,-0.5
ICCC,0.070982907,0.034694365,0.176076687,0.055272982,0.368157254,6364,,-0.78
ICFI,0.178042314,0.020604359,0.776332045,0.098816798,2.733246821,152493,36.8,3.41
ICLD,1.732585485,0.150939872,0.47174383,0.076721313,0.226721495,11,0,1.18
ICLR,0.178664625,0.021312478,0.960119865,0.112149162,3.267999321,370169,41.56,6.21
ICPT,-0.04891478,0.050004681,1.100294435,0.122317728,1.596205128,1019026,,-4.26
ICUI,-0.112048309,0.024575793,0.720431571,0.094761657,2.126550238,366888,,-2.02
IDCC,0.100145126,0.023671697,1.098193871,0.122165348,3.365426164,482599,13.61,6.27
IDXX,0.207088175,0.021796402,1.052672041,0.118863097,3.503472536,626308,43.76,9.81
IEP,-0.136585041,0.025216118,0.783981568,0.099371711,2.255371421,2447739,,-2.67
IESC,0.346317881,0.026516137,0.928959988,0.109888758,2.541424413,41029,17.14,3.61
III,0.178103991,0.033716481,1.150983892,0.12599485,2.476380877,75917,13.47,0.32
IIIN,0.142489873,0.030299911,1.177009718,0.127882819,2.81792314,158817,17.93,1.66
ILMN,-0.117535845,0.027467523,1.120654313,0.123794677,2.959665415,1382980,,-26.61
IMGN,0.636614559,0.063915565,1.314146525,0.137831019,1.491514915,8857925,,-0.71
IMKTA,0.245893743,0.020989652,0.489485477,0.078008331,1.69170653,49565,6.87,12.02
IMMR,0.064766701,0.032996472,0.976607755,0.113345229,2.147054676,287958,5.27,1.29
IMOS,0.178942328,0.023060366,0.722356033,0.094901262,2.272351735,19217,8.3,2.86
INBK,0.075121512,0.034490003,1.291957123,0.136221352,2.71734831,20395,15.09,1.17
INCR,1.012111532,0.138175404,0.964329547,0.112454542,0.506273476,30474,9.91,0.11
INCY,0.001946907,0.020158185,0.6566736,0.090136517,2.363135263,1962287,29.18,1.88
INDB,-0.000929091,0.02326523,0.940998879,0.110762085,2.934081677,218203,9.24,5.84
INFA,0.01706111,0.033099407,1.228593872,0.131624845,2.692641773,747133,,-0.7
INFI,-0.489102583,0.077398613,1.161510052,0.12675844,1.088629841,2476982,,-0.44
INFN,0.040555257,0.037778905,1.195730066,0.129240834,2.296012403,2970944,,-0.02
INGN,-0.540878278,0.037266238,0.933874192,0.110245245,1.817871841,289786,,-4.38
INO,0.056257446,0.069128917,0.647572946,0.089476336,0.679546822,2741356,,-0.64
INOD,0.682982951,0.052876309,0.803554197,0.100791552,1.102413395,698100,,-0.34
INSM,0.26987386,0.039955334,1.377639705,0.142436951,2.501216759,1431718,,-5.26
INTC,0.0410943,0.02446499,1.208098909,0.130138096,3.582183989,30487273,,-0.39
INTG,0.095444245,0.031770863,0.014139824,0.043525733,0.032285347,56,,-3.92
INTU,0.244068104,0.02362999,1.362764791,0.141357892,4.183577442,2363560,59.56,8.37
INVE,0.226602352,0.042225124,1.084989098,0.121207446,1.863995592,62811,,-0.19
IOSP,0.144024441,0.0224099,1.082131118,0.121000121,3.5029216,74897,19.49,5.15
IPAR,0.247335402,0.026701651,1.14123853,0.1252879,3.100478702,92235,27.94,4.65
IPDN,0.618404061,0.088435565,0.491763222,0.078173563,0.403384806,855,,-0.51
IPGP,0.005090131,0.028079607,1.152007802,0.126069127,2.976150201,287791,45.06,2.04
IPWR,0.671636528,0.072571812,0.961439951,0.112244924,0.961047029,14098,,-1.47
IRBT,-0.078512867,0.033638306,0.890154581,0.10707373,1.919648679,184824,,-13.66
IRDM,0.229468971,0.028919573,1.195725658,0.129240514,2.99937046,674147,,-0.18
IRIX,0.124487388,0.050439508,0.844970987,0.103796015,1.215238158,76796,,-0.52
IRMD,0.22378458,0.032848619,0.862797531,0.105089191,1.905382719,92789,35.48,1.27
IROQ,-0.017763052,0.021241353,0.128853661,0.051847322,0.440053038,605,14.54,0.98
IRWD,0.030230226,0.026016819,0.708779714,0.093916407,1.976275719,2253334,,-6.36
ISRG,0.166113468,0.022950642,1.249799665,0.133163159,3.95035389,1247398,65.38,4.26
ISRL,0.063993841,0.001977055,0.012270784,0.043390149,0.450240006,37231,81.62,0.13
ISSC,0.407288728,0.035004072,0.630257898,0.088220265,1.306141308,6297,26.14,0.28
ISTR,-0.074167031,0.026994588,0.860820392,0.104945765,2.313269754,12122,3.96,2.7
ITCI,0.579337283,0.068284369,0.953108198,0.111640521,1.012538045,1176547,,-2.03
ITIC,0.071890185,0.024560872,1.000369731,0.115068974,2.954657909,2168,11.51,13.03
ITRI,0.163139806,0.03215384,1.321927715,0.138395483,2.982395956,482751,75.62,0.85
ITRN,0.021890507,0.024329292,0.63514089,0.088574488,1.893786611,65216,11.67,2.17
IVAC,0.051697798,0.031393901,0.65069982,0.089703166,1.50357757,54617,,-0.56
JACK,0.086834509,0.030671908,1.08466593,0.121184002,2.565344192,289131,8.74,7.64
JAKK,0.487339533,0.065385365,1.053785686,0.118943883,1.16912833,274741,3.44,7.12
JAZZ,0.01055815,0.021196653,0.75711492,0.097422747,2.591104631,471865,,-1.64
JBHT,0.147157541,0.019845613,0.901504108,0.107897049,3.295289906,559659,23.21,7.57
JBLU,-0.15737304,0.034507311,1.265642407,0.134312426,2.660665904,23163822,,-0.62
JBSS,0.140724106,0.017869828,0.464205004,0.076174431,1.884429462,43562,16.73,5.58
JCTCF,-0.00246266,0.032264802,0.303045855,0.064483599,0.68134925,7349,,-0.15
JD,0.155943428,0.034022018,1.060716495,0.119446659,2.261672374,13368524,14.48,1.86
JJSF,0.062086116,0.020652058,0.758747061,0.097541146,2.665165206,58007,46.51,3.43
JKHY,0.033191316,0.01723754,0.734574145,0.09578759,3.091368552,573579,28.24,5.13
JOUT,-0.006680176,0.023982302,0.864683313,0.105225989,2.615511642,27007,11.13,4.52
JRVR,-0.094725889,0.026375619,0.789248292,0.099753771,2.170708148,140564,14.86,0.97
JSM,0.091259447,0.023167997,0.686899391,0.092329161,2.150775519,18228,15.18,
JVA,-0.20452973,0.036550281,0.383934287,0.07035142,0.762002884,42821,,-0.86
JYNT,0.202148671,0.039111897,1.237659198,0.132282463,2.295528217,211368,28.21,0.28
KALU,0.021060623,0.029733983,1.309427379,0.137488682,3.194616826,107667,72.67,0.81
KCLI,-0.024677008,0.015770405,0.092440321,0.04920582,0.425215465,1000,,-1.3
KE,0.1526464,0.026282845,1.010757614,0.115822534,2.789748739,54701,11.93,2.28
KELYA,0.048158594,0.028494287,1.083012375,0.12106405,2.757186001,93833,470.75,0.04
KELYB,0.236964707,0.056615735,0.176862089,0.055329957,0.226614682,42,472.5,0.04
KEQU,0.01218668,0.027896742,0.243638114,0.060174033,0.633551878,197,13.07,1.38
KFFB,0.030251268,0.028691379,0.12050668,0.051241814,0.304684345,5572,39.36,0.11
KFRC,0.204187516,0.02344614,0.922000041,0.109383868,2.852660052,84791,22.62,2.72
KINS,-0.198717291,0.040654261,0.488925898,0.077967737,0.872423622,32536,,-1.27
KIRK,0.112969093,0.062621394,1.213280163,0.130513956,1.405493388,90294,,-3.47
KLAC,0.444658326,0.028103428,1.549593332,0.154910837,3.999897704,727954,21.88,22.83
KLIC,0.266042328,0.029997736,1.416005979,0.145220123,3.424262469,565102,25.38,1.78
KMDA,0.052615333,0.027400578,0.463711125,0.076138604,1.227660367,41258,58.25,0.08
KNDI,0.274867317,0.061078979,0.96217039,0.112297912,1.142748506,91220,,-0.04
KOPN,0.32604969,0.059810638,1.522227916,0.152925691,1.846255033,531130,,-0.24
KOSS,1.282115507,0.155048724,0.093582164,0.049288652,0.043783989,10516,,-0.22
KPTI,-0.146403956,0.055884354,1.426447438,0.145977569,1.851637542,1702317,,-1.71
KRNY,-0.041583293,0.020927932,0.772154437,0.098513746,2.676506453,251871,13.75,0.56
KTCC,-0.003792292,0.03158213,0.456041649,0.075582243,1.047498785,32466,10.15,0.39
KTOS,0.192905401,0.031964692,1.214042433,0.130569252,2.755204143,2794660,,-0.2
KVHI,-0.065827933,0.028783923,0.888116521,0.106925885,2.238259383,43485,60.38,0.08
LAKE,0.137563948,0.031165959,0.05788459,0.046699073,0.134732667,9359,20.38,0.72
LAMR,0.159685555,0.027739964,1.391037519,0.143408857,3.637670838,1134658,22.46,4.23
LANC,0.049935735,0.018872217,0.615892971,0.087178202,2.367406137,194281,41.5,4.12
LAND,0.107104686,0.021310619,0.778603673,0.098981587,2.650396403,218328,,-0.32
LARK,0.001872372,0.018384604,0.358948861,0.068538923,1.416343953,5221,8.48,2.07
LBAI,0.037689875,0.02468604,1.033892181,0.117500765,3.038185294,251832,8.21,1.55
LBRDA,0.055731378,0.019858633,0.870860939,0.105674128,3.181192175,113040,15.55,5.54
LBRDK,0.05545096,0.019844277,0.874287047,0.105922665,3.196017871,789322,15.55,5.54
LBTYA,-0.042393099,0.021222535,0.864223171,0.10519261,2.954058531,2805540,,-11.05
LBTYB,0.032662888,0.03393972,0.167789839,0.054671836,0.35863101,3428,,-11.98
LBTYK,-0.022537781,0.021002851,0.854647786,0.104497991,2.951884488,3154485,,-10.98
LCNB,0.074505338,0.025867629,0.918622547,0.109138858,2.576148615,15403,8.32,1.79
LCUT,0.058050415,0.037934588,1.042089471,0.118095414,1.99278331,42785,,-0.89
LE,0.154518785,0.053570629,1.74187232,0.168859169,2.358739675,181713,,-0.55
LECO,0.206664651,0.018104617,0.963259832,0.112376942,3.859620026,260652,21.14,8.7
LEDS,0.24178868,0.065704645,0.739959981,0.09617829,0.816963402,6002,,-0.63
LFUS,0.114605202,0.023386554,1.200028891,0.12955268,3.722338976,83123,18.49,12.61
LFVN,0.075137535,0.033953579,0.837915771,0.103284214,1.790215256,36029,37.65,0.2
LGIH,0.318533688,0.033789759,1.400286515,0.144079799,3.006230342,278256,13.89,8
LGND,0.011088006,0.03366058,1.124494228,0.124073233,2.423405427,99100,22.68,2.38
LINC,0.452548559,0.039456667,0.668116551,0.090966613,1.228350399,71544,9.39,0.93
LIVE,0.599439898,0.054249923,0.404823403,0.071866761,0.541323556,10823,21.66,1.24
LKFN,0.108596998,0.022128287,0.807107146,0.10104929,2.645902503,157416,14.68,3.63
LKQ,0.164432647,0.024319143,1.184259521,0.128408736,3.532556075,1322293,12.18,3.69
LMAT,0.202455688,0.026793581,0.95599832,0.111850177,2.588313062,126575,38.18,1.27
LMNR,-0.015168219,0.026579814,0.767630706,0.098185584,2.095032849,121455,26.43,0.54
LOAN,0.069382136,0.0243903,0.577089533,0.084363317,1.716392076,36755,10.14,0.46
LOCM,24.1796802,1.555782723,3.331268441,0.284157386,0.155328493,10730,,-0.02
LOCO,-0.015978167,0.028927318,0.782712748,0.099279668,1.96283901,718181,13.51,0.65
LOGI,0.232537369,0.024149825,0.940785506,0.110746606,2.825966946,467524,33.49,2.37
LOPE,0.054246865,0.021850785,0.639994554,0.088926583,2.124710069,793035,19.89,6.89
LPCN,0.001562103,0.057344777,0.692563193,0.092740025,0.876104642,10485,,-2.45
LPLA,0.348743572,0.026853713,1.252337243,0.13334724,3.383042103,1162510,14.88,14.65
LPSN,-0.087690375,0.049589885,1.386685804,0.143093174,2.028501871,1608401,,-1.39
LPTH,0.295803025,0.052578797,0.656832831,0.090148068,0.906222096,9335,,-0.13
LQDT,0.41268512,0.038588873,0.875755113,0.106029162,1.646307788,81387,26.56,0.73
LRCX,0.414129664,0.030270462,1.625771315,0.160436952,3.89610673,982913,21.5,29.49
LSBK,-0.009395496,0.020896729,0.270816739,0.062145629,0.940129407,3341,10.87,0.92
LSCC,0.595942347,0.033938815,1.524169106,0.153066509,3.257818764,3116070,37.18,1.55
LSTR,0.145086412,0.018309684,0.847245143,0.103960987,3.356747612,248418,19.99,8.51
LTBR,0.275672138,0.061881998,1.019030725,0.116422683,1.194574927,37010,,-0.65
LTRE,1.398957423,0.121980604,-0.088889561,0.03605176,-0.052862832,100,,-0.06
LTRPA,-0.366411156,0.061375845,1.94222825,0.18339342,2.295584202,1038995,,-0.56
LTRPB,1.511336235,0.201174697,-0.226624521,0.026060169,-0.081719178,7205,,-0.42
LTRX,0.228667778,0.040496021,1.121259774,0.123838598,2.008557777,117907,,-0.26
LULU,0.293930046,0.025828597,1.183175846,0.128330124,3.323065705,1230484,50.99,8
LUNA,0.281331889,0.035610919,1.107601192,0.122847776,2.256267932,191234,,-0.01
LWAY,0.515930165,0.046570812,0.612057864,0.086899995,0.953386751,61574,28.76,0.37
LXRX,0.192973097,0.068021345,1.147396314,0.125734599,1.223654117,3165549,,-0.73
LYTS,0.371473268,0.03336545,0.869640816,0.105585617,1.890746766,849633,14.33,0.93
MACK,0.739677443,0.072395454,0.400254013,0.071535288,0.401065072,33901,,-0.11
MAG,0.246810133,0.037446095,0.689552562,0.092521628,1.3358303,890274,34.9,0.31
MANH,0.3806191,0.027052568,1.295177313,0.136454951,3.473051045,473504,75.67,2.76
MAR,0.170551816,0.025231547,1.089363204,0.121524753,3.131982037,1689123,19.68,9.72
MARA,1.168893753,0.089169841,2.30654604,0.209821817,1.876439556,43250807,,-3.87
MARK,0.004344202,0.086668887,1.407417811,0.144597119,1.178013491,142687,,-2.63
MARPS,0.749941089,0.07996507,0.578729789,0.084482305,0.525008048,20522,7.11,0.65
MASI,0.016764502,0.025211013,0.83691831,0.103211856,2.408148213,532137,37.23,2.21
MAT,0.159608278,0.027903715,1.058551682,0.119289618,2.751949686,2990664,84.43,0.23
MATW,0.058780703,0.025511425,1.030813751,0.117277449,2.931135681,208586,,-1.91
MAYS,0.129772954,0.026924043,0.018581461,0.043847939,0.050064517,73,,-0.04
MBCN,0.114266502,0.023122314,0.57568629,0.084261523,1.806113481,23964,11.95,2.29
MBUU,0.132256475,0.031137339,1.171093421,0.127453639,2.728352564,260991,10.14,4.6
MBWM,0.107078778,0.024009626,0.969686631,0.112843156,2.929789749,36590,6.41,5.41
MCBC,0.041666005,0.020181467,0.765863891,0.098057416,2.752892856,52727,7.01,1.38
MCBK,0.02138247,0.021242208,0.043687393,0.045669178,0.149192477,100,7.49,2.8
MCHP,0.263975067,0.027651442,1.547314663,0.154745537,4.059301404,9823448,17.02,4.49
MCHX,0.045488428,0.038600664,1.069664294,0.120095751,2.010218038,8982,,-0.31
MCRI,0.206111658,0.030610355,1.345829817,0.140129393,3.189423732,59772,13.82,4.53
MDLZ,0.129148917,0.013784694,0.676698286,0.091589151,3.561134558,8843036,20.36,3.38
MDRX,0.15188364,0.027883999,0.969655097,0.112840869,2.522624888,696942,15.21,0.89
MDWD,-0.087901428,0.042896207,0.68661085,0.09230823,1.161133648,9998,,-2.44
MDXG,0.420746584,0.054436067,0.977749635,0.113428064,1.302960837,884930,,-0.03
MEIL,6.315198961,0.253932443,-0.41725499,0.012231425,-0.119199324,139525,,-0.76
MEIP,-0.055730237,0.05405001,0.977573429,0.113415282,1.312030877,38558,,-4.93
MELI,0.419649786,0.0354927,1.515678948,0.152450615,3.097837394,700655,93.08,14.91
MEOH,0.084990689,0.034272912,1.300440758,0.136836773,2.752516966,243410,16.22,2.68
MERC,0.014866861,0.029494898,0.931895211,0.110101685,2.291978964,1691504,,-0.73
MGEE,0.098538551,0.019907663,0.791206491,0.099895823,2.883101927,92021,23.47,3.17
MGIC,0.10732342,0.022546405,0.812881126,0.101468147,2.615412413,119016,11.48,0.9
MGNX,0.379312766,0.089209785,1.191990916,0.128969588,0.969283672,483132,44.25,0.12
MGPI,0.189267489,0.028364936,0.733338512,0.095697955,1.875482979,116399,19.9,4.83
MGRC,0.199467785,0.021294251,0.974559793,0.113196666,3.319988392,119312,19.5,5.23
MGYR,0.03384161,0.020061502,0.125514434,0.051605087,0.453858695,21735,7.66,1.25
MHLD,0.169419902,0.050412951,0.770510452,0.098394487,1.1087327,89882,9.56,0.18
MIDD,0.086962997,0.02579168,1.201145999,0.129633717,3.378365317,620970,13.67,8.59
MIND,-0.260578298,0.059172524,0.734570556,0.09578733,0.900541773,6195,,-5.86
MITK,0.125933265,0.028738163,0.873383176,0.105857096,2.204632751,360127,53.65,0.2
MKSI,0.094848771,0.030505115,1.619562427,0.159986546,3.851372003,1321980,,-26.71
MKTX,0.086065663,0.023359984,0.812342758,0.101429093,2.522651277,448992,33.55,6.56
MLAB,-0.069551638,0.024566821,0.737615262,0.096008199,2.178067695,47981,266.34,0.35
MLNK,-0.065454244,0.028331757,0.839782381,0.103419622,2.150223949,197653,,-0.23
MMLP,0.047545237,0.051974153,0.833415267,0.102957738,1.163226995,64605,,-0.15
MMSI,0.131339399,0.027047274,1.023037259,0.116713326,2.743837546,311053,41.06,1.75
MMYT,0.235655817,0.034624967,1.112108859,0.123174771,2.329959511,546846,158.64,0.25
MNDO,0.066511775,0.017718543,0.278317411,0.062689744,1.139469772,34568,7.76,0.24
MNKD,0.411039986,0.045210492,1.10225729,0.122460117,1.768618619,2513955,,-0.18
MNOV,-0.048497713,0.052502763,1.122850493,0.123953993,1.551422962,3940,,-0.26
MNRO,-0.125492483,0.025282437,0.910942805,0.108581753,2.613741363,426884,23.34,1.15
MNST,0.170246735,0.017576761,0.852469199,0.104339951,3.518279135,9734059,38.85,1.43
MNTX,0.039672989,0.037404918,0.726311218,0.09518818,1.408589633,47499,,-0.14
MOFG,0.033250309,0.026432905,1.07207666,0.120270749,2.942194552,27609,9.56,2.21
MOMO,-0.096022305,0.042051035,1.042624793,0.118134248,1.79862988,634755,5.87,1.22
MORN,0.198402387,0.019164118,0.833398309,0.102956508,3.154672107,94112,156.16,1.68
MPAA,-0.049209235,0.035908618,1.068838585,0.120035853,2.159254711,71961,,-0.28
MPB,0.06600832,0.029217563,1.093991893,0.121860528,2.716192613,39818,7.66,2.65
MPWR,0.402476653,0.031770635,1.677170953,0.164165592,3.829498283,842061,51.03,9.66
MRCC,0.030534452,0.025609141,0.668263313,0.09097726,1.892967016,141078,57.92,0.12
MRCY,0.044616117,0.027535419,1.078305089,0.120722573,2.840798405,371877,,-0.5
MRGE,20.2187851,0.843544022,1.859377624,0.177383257,0.159900673,51300,,-0.01
MRNS,0.248994072,0.060591493,1.316647656,0.138012456,1.576334433,496672,,-0.22
MRTN,0.143326762,0.02318953,0.859208701,0.104828849,2.687801308,226513,17.32,1.06
MRTX,0.316738694,0.04414261,1.052489946,0.118849887,1.729618789,1383290,,-12.9
MRVL,0.342622499,0.032093214,1.538726894,0.154122562,3.478073609,9769911,,-0.46
MSEX,0.126389614,0.021371446,0.770734159,0.098410716,2.616141025,57853,31.5,2.16
MSFT,0.291124012,0.019583802,1.195683891,0.129237484,4.429042134,22486335,34.22,10.31
MSTR,0.564948473,0.049561172,1.536381252,0.153952404,2.248784694,944377,222.52,2.04
MTEX,0.126730925,0.042364398,0.427134267,0.073485239,0.731398086,363,,-3.05
MTLS,0.027011471,0.042129882,1.263381411,0.134148408,2.175377733,216660,,-0.01
MTRX,0.090181206,0.039309572,1.100773122,0.122352453,2.031374243,203933,,-1.92
MTSI,0.435422923,0.032574876,1.443675789,0.14722735,3.214973128,575303,16.94,4.43
MU,0.220876309,0.029106529,1.444853604,0.147312792,3.601006156,14454515,,-5.34
MVIS,0.96829095,0.087513469,1.437115039,0.146751419,1.191261423,3030199,,-0.43
MYGN,0.075875644,0.043962568,1.317431053,0.138069285,2.173878591,817634,,-3.26
MYRG,0.348892527,0.027876641,1.153309246,0.126163536,3.001205825,125570,21.87,5.35
NAII,0.033758542,0.031042113,0.413232822,0.072476799,0.96568165,5914,14.26,0.43
NATH,0.050663323,0.022691714,0.724482332,0.095055508,2.316066083,11771,13.37,4.93
NATL,2.057792168,0.033461151,0.633011296,0.088420003,1.372337816,550760,,-3.37
NATR,0.262757518,0.030564047,0.994052297,0.114610694,2.35933068,103713,66.52,0.27
NAUH,2.151421306,0.163483275,-0.05426921,0.038563195,-0.024080783,300,0.18,0.13
NAVI,0.207425769,0.029922565,1.275366997,0.135017868,3.091909634,919431,5.8,2.94
NBIX,0.079715126,0.0242669,0.712098335,0.094157147,2.128708104,512572,,1.89
NBN,0.31236652,0.030555621,0.86702439,0.105395816,2.058404141,33028,8.22,6.19
NBTB,0.058066813,0.020968196,0.836063966,0.10314988,2.892470186,144822,12.3,2.92
NCLH,0.039019781,0.047898879,1.87053431,0.178192587,2.832896897,25115969,,-0.56
NCMI,-0.105465366,0.066722147,1.279800867,0.135339511,1.391434701,375692,0.14,28.76
NCTY,0.252720081,0.091433997,1.01214977,0.115923524,0.803022138,35872,,-54.65
NDAQ,0.172580367,0.017608418,0.932818379,0.110168654,3.842971726,1919787,22.42,2.24
NDLS,-0.121599776,0.038217409,1.275976002,0.135062047,2.421986445,265475,,-0.06
NDSN,0.163677739,0.019941967,1.112373478,0.123193967,4.046439685,168038,25,8.86
NECB,0.159901259,0.020337425,0.417640698,0.072796556,1.489694778,104596,5.39,2.96
NEO,0.15652089,0.039654873,1.398294343,0.143935283,2.557952537,985891,,-0.97
NEOG,-0.067973014,0.024014136,0.998651806,0.114944352,3.016737829,1541508,,-0.16
NEON,0.324833056,0.062416554,1.054856764,0.119021581,1.225982146,44985,,-0.39
NEPT,-1.072785697,0.074130452,1.178102494,0.127962092,1.152860797,22297,,-195.65
NERV,0.201654584,0.074854882,0.856764336,0.10465153,0.830293609,35266,,-5.1
NEWP,0.364899302,0.048702199,0.45809648,0.075731305,0.682336848,118648,,-0.05
NEWT,0.123262564,0.028835839,0.986594358,0.114069679,2.481969757,134074,13.6,1.15
NFBK,-0.003048979,0.020949162,0.7939151,0.100092311,2.749146315,135235,9.29,1.02
NFLX,0.173924866,0.029608574,1.072007319,0.120265719,2.62645944,3526019,43.15,10.02
NICE,0.13421115,0.020526169,0.857328847,0.104692481,3.029911742,803093,36.45,4.61
NICK,-0.06608422,0.029847145,0.441511401,0.074528188,1.073073746,6286,,-4.08
NKSH,-0.007948411,0.026288682,0.845922454,0.103865036,2.334275851,18138,6.86,3.62
NKTR,-0.516298902,0.052913997,1.140922176,0.125264951,1.564140979,2209635,,-1.8
NLST,1.035901719,0.085597239,0.518745367,0.080130906,0.43962757,499803,,-0.26
NMIH,0.170804837,0.029665428,1.263896309,0.13418576,3.090660222,418727,7.79,3.74
NNBR,-0.029225375,0.054279989,1.306819091,0.137299471,1.746490225,88002,,-1.2
NRIM,0.13375323,0.026506099,1.0096492,0.115742127,2.763217943,14713,8.88,4.94
NSIT,0.263583576,0.021306636,0.942015502,0.110835833,3.207255779,215801,19.81,7.46
NSSC,0.332104294,0.034598527,0.960487953,0.112175864,2.013839059,425962,25.4,0.74
NSTG,-0.148330214,0.050134523,1.641452716,0.161574515,2.375100186,1116413,,-4.02
NSYS,0.351791847,0.043268296,0.467205499,0.076392093,0.783300842,1697,9.57,0.87
NTAP,0.074657289,0.023476634,1.085186837,0.12122179,3.353197459,1008986,13.55,5.6
NTCT,0.011493244,0.022337238,0.94764262,0.111244036,3.077553129,523708,25.21,0.86
NTES,0.294156972,0.028593907,0.80422613,0.100840295,2.040305118,1286648,20.99,5.37
NTGR,-0.096738403,0.027966594,0.89155474,0.107175301,2.312591236,287343,,-3.86
NTIC,0.065865555,0.028751871,0.50169217,0.07889383,1.265789972,8070,33.54,0.37
NTRS,0.017041729,0.022362324,1.15999946,0.126648859,3.762974722,1666576,13.29,5.37
NTWK,-0.15447071,0.03664788,0.509720245,0.079476204,1.008958892,1171,,-0.45
NURO,0.154266626,0.094224372,1.016238635,0.116220139,0.782389283,23155,,-0.7
NVAX,0.44541002,0.079273884,1.185684613,0.128512115,1.084999385,5429819,,-7.05
NVDA,0.566541956,0.033629183,1.728328759,0.16787669,3.728211047,41270683,105.15,4.28
NVEC,0.079460891,0.027989945,0.963078378,0.112363779,2.496031309,30451,15.26,4.65
NVEE,0.157776282,0.031709925,1.274062453,0.134923234,2.914646881,154113,32.28,2.92
NVFY,0.042749998,0.071531326,0.614573054,0.087082453,0.623257744,1520,,-8.96
NVMI,0.361931566,0.024999585,1.221480303,0.131108811,3.544411252,197191,23.24,4.32
NWBI,-0.015936402,0.019104362,0.766973126,0.098137882,2.91231303,704539,9.75,1.13
NWBO,0.719791169,0.059536386,0.429254248,0.073639027,0.52302515,1586550,,-0.07
NWFL,0.044541198,0.025399793,0.741261407,0.096272699,2.117052652,12044,9.57,3.04
NWLI,0.213691082,0.02871066,1.088255098,0.121444368,2.749653558,25571,,-14.44
NWPX,0.174166473,0.027869483,1.039489856,0.117906833,2.705713388,30415,10.28,2.77
NWS,0.16812065,0.021824391,1.026634704,0.116974292,3.412433987,866945,83.93,0.27
NWSA,0.162056865,0.021622543,1.017125706,0.116284489,3.412387182,5142634,81.22,0.27
NXPI,0.256376704,0.027664558,1.465155922,0.148785566,3.841939833,3609951,16.81,10.8
NXST,0.250925936,0.02908565,1.327782733,0.138820219,3.311606145,288021,8.29,18.93
NYMT,-0.020198234,0.039424924,1.067733158,0.119955662,1.964636943,812515,,-1.89
OCC,0.062962136,0.038975083,0.434228126,0.073999843,0.808204639,4281,4.78,0.55
OCFC,-0.038835604,0.023953727,0.918495049,0.109129609,2.781596779,256807,6.36,2.22
OCUL,0.236918099,0.051468982,1.282582702,0.135541311,1.807716162,1369163,,-1.17
ODFL,0.35710164,0.021650835,1.034938959,0.117576701,3.467612306,512922,34.6,11.34
ODP,0.282066514,0.035283633,1.202841551,0.129756716,2.473008282,269613,9.91,4.89
OFIX,-0.232659879,0.027341628,0.924571318,0.109570394,2.453050544,294089,,-3.83
OFLX,0.159518193,0.029211973,1.036337435,0.117678149,2.573538918,9732,32.63,2.25
OFS,0.164351051,0.030815277,0.947564331,0.111238357,2.230658416,42386,,-0.41
OLED,0.183874258,0.029834793,1.380421696,0.142638762,3.356442319,907492,32.68,4.5
OMAB,0.170613916,0.027225721,0.993082508,0.114540344,2.646039883,93248,13.75,4.79
OMCL,-0.071292787,0.027771145,0.989021015,0.114245714,2.583462556,1775921,,-0.54
OMER,-0.036235445,0.063089862,1.183843297,0.128378542,1.361209862,745197,,-3.08
OMEX,0.093614815,0.040169615,0.328571853,0.06633531,0.593366653,23777,60,0.06
ONB,0.020035483,0.021043286,0.912889584,0.108722976,3.146988309,2354633,6.41,2.28
ONCY,0.349692927,0.060452556,1.253656676,0.133442955,1.504369052,489904,,-0.32
ONTX,-0.196088245,0.079441542,0.674831082,0.0914537,0.616222935,40155,,-1
OPHC,0.163584643,0.042896981,0.217481237,0.058276557,0.367777799,10760,4.57,0.69
OPOF,-0.001235446,0.026754942,0.409894346,0.072234619,1.111369203,2854,8.8,1.83
OPTT,-0.14716212,0.069068368,0.869797631,0.105596993,0.913544002,239025,,-0.51
ORLY,0.2539051,0.017826471,0.764075155,0.097927657,3.10928931,292592,25.25,37.73
ORMP,0.283412503,0.056089541,0.884885513,0.106691501,1.14444689,341000,,-0.51
ORRF,0.116569997,0.026237365,0.926545074,0.109713575,2.561750193,24109,6.04,3.77
